BHK,Rent,Size,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,CurrentFloor,TotalFloors,Year
4,200000,2280,1,1306,1,1,1,4,0,2.0,3.0,2022
2,12000,826,2,1251,1,1,1,2,2,1.0,2.0,2022
2,10000,1050,2,1805,1,1,1,2,2,1.0,2.0,2022
2,15000,700,2,64,1,1,1,2,2,0.0,2.0,2022
2,19000,800,1,1997,1,1,1,2,0,1.0,4.0,2022
2,25000,850,2,1439,1,0,1,2,2,1.0,15.0,2022
1,10000,502,2,1946,1,2,1,1,2,1.0,1.0,2022
2,13000,925,1,1378,1,2,0,2,2,1.0,2.0,2022
2,12500,500,2,1023,1,2,1,1,2,2.0,3.0,2022
2,10000,950,2,31,1,2,1,2,2,1.0,3.0,2022
2,16000,930,2,1274,1,1,1,2,2,1.0,4.0,2022
2,11000,950,1,1259,1,1,2,2,2,1.0,1.0,2022
2,13000,800,1,479,1,1,1,2,2,1.0,1.0,2022
2,15000,950,2,1370,1,1,2,1,2,1.0,2.0,2022
3,15000,1100,1,1539,1,2,2,2,2,1.0,1.0,2022
2,20000,750,2,119,1,2,1,3,2,3.0,4.0,2022
2,12000,1000,2,1977,1,1,1,2,2,3.0,5.0,2022
2,600000,950,1,2081,1,2,0,2,2,1.0,1.0,2022
2,11000,800,2,1352,1,1,2,2,2,1.0,2.0,2022
1,10000,500,1,1011,1,2,0,1,0,0.0,2.0,2022
3,30000,1500,1,1544,1,1,1,3,0,0.0,14.0,2022
1,8000,550,2,1464,1,0,1,1,2,2.0,2.0,2022
1,7000,400,2,1350,1,1,1,1,2,0.0,2.0,2022
1,10000,550,1,1134,1,2,0,1,2,2.0,3.0,2022
2,9300,730,2,86,1,2,1,1,2,1.0,2.0,2022
2,10500,1000,1,929,1,1,2,2,2,1.0,2.0,2022
2,16000,975,1,1041,1,1,1,2,0,0.0,2.0,2022
2,20000,1800,2,1436,1,1,1,2,2,12.0,19.0,2022
2,9000,745,2,86,1,1,1,2,2,1.0,2.0,2022
2,18000,900,1,1251,1,1,2,2,0,1.0,4.0,2022
2,10000,600,2,846,1,2,2,2,2,0.0,1.0,2022
2,16000,600,2,1745,1,2,1,2,2,2.0,2.0,2022
1,13500,450,1,1011,1,2,0,1,2,3.0,4.0,2022
2,16000,1030,2,1997,1,1,1,2,2,2.0,4.0,2022
2,8500,833,2,1524,1,2,1,2,2,1.0,2.0,2022
2,15000,1000,2,1152,1,1,1,2,2,0.0,3.0,2022
2,8200,840,1,2211,1,2,1,2,2,1.0,1.0,2022
2,20000,750,1,2071,1,0,2,2,2,1.0,5.0,2022
2,9000,950,2,972,1,1,1,2,2,2.0,3.0,2022
1,13500,550,2,119,1,1,1,1,2,0.0,1.0,2022
3,26000,1125,2,1575,1,1,1,2,2,2.0,3.0,2022
2,11000,700,1,2006,1,2,1,2,2,1.0,3.0,2022
2,18000,1100,2,1960,1,1,1,2,2,1.0,2.0,2022
2,10000,700,2,1051,1,2,1,2,2,0.0,2.0,2022
3,40000,1250,1,1946,1,1,0,3,0,2.0,4.0,2022
2,24000,1100,2,2046,1,2,1,2,2,0.0,3.0,2022
1,18000,475,1,1849,1,1,1,1,0,2.0,11.0,2022
2,11000,530,2,875,1,1,1,1,2,2.0,3.0,2022
2,23000,1050,1,2046,1,1,2,2,0,11.0,12.0,2022
2,11000,830,2,1805,1,1,2,2,2,0.0,2.0,2022
2,8000,809,2,423,1,2,1,2,2,1.0,2.0,2022
2,15000,900,2,972,1,1,1,2,2,0.0,3.0,2022
1,9500,700,2,1778,1,1,1,1,2,0.0,2.0,2022
2,13500,1150,2,1960,1,1,0,2,2,1.0,2.0,2022
1,11000,750,2,1545,1,1,1,1,2,0.0,2.0,2022
2,13000,920,2,2023,1,1,1,2,2,0.0,1.0,2022
2,25000,1050,1,2046,1,1,2,2,0,9.0,12.0,2022
2,12000,1800,2,1142,1,2,1,2,2,2.0,3.0,2022
2,25000,1000,1,42,1,1,0,2,0,1.0,2.0,2022
3,8500,1062,1,1876,1,1,1,2,2,1.0,3.0,2022
2,8500,800,2,86,1,2,1,2,2,0.0,1.0,2022
1,5000,450,2,1991,1,2,1,1,2,0.0,1.0,2022
2,8500,900,2,1524,1,2,1,1,2,0.0,1.0,2022
4,100000,2240,1,119,1,0,1,4,0,0.0,3.0,2022
1,7500,500,2,1043,1,2,1,1,2,0.0,2.0,2022
1,7000,750,2,1477,1,2,1,1,0,1.0,1.0,2022
3,26000,1400,2,423,1,1,1,3,2,11.0,15.0,2022
2,12000,1200,1,350,1,1,0,2,2,2.0,2.0,2022
2,18000,1424,2,2201,1,1,1,2,2,2.0,2.0,2022
1,13000,450,2,135,1,2,0,1,2,1.0,4.0,2022
3,160000,2700,2,1946,1,0,0,2,0,8.0,10.0,2022
2,8000,805,2,2035,1,2,1,2,2,1.0,2.0,2022
1,6000,434,2,1990,1,2,1,1,2,0.0,3.0,2022
2,12500,1000,2,1520,1,1,1,2,2,1.0,2.0,2022
1,6500,595,2,2073,1,1,1,1,2,1.0,1.0,2022
2,10000,685,2,1023,1,2,1,2,2,0.0,2.0,2022
2,12500,1075,2,1967,1,1,1,2,2,1.0,2.0,2022
3,22000,1100,1,2071,1,1,0,3,0,4.0,4.0,2022
2,17000,950,1,1152,1,2,2,2,2,1.0,2.0,2022
3,20000,1500,2,1807,1,2,0,3,2,19.0,31.0,2022
3,22000,1100,2,1544,1,1,1,2,2,0.0,2.0,2022
2,11500,1100,1,2050,1,1,0,2,2,2.0,2.0,2022
3,23000,1000,1,976,1,2,0,3,2,1.0,3.0,2022
2,19000,800,2,1195,1,1,1,2,2,2.0,4.0,2022
3,45000,1500,2,351,1,1,1,2,2,1.0,3.0,2022
3,17000,1250,2,1152,1,1,1,2,2,2.0,3.0,2022
2,9500,650,1,1475,1,2,1,2,2,1.0,2.0,2022
3,45000,1650,2,2050,1,2,1,3,0,1.0,5.0,2022
4,60000,2317,2,1849,1,2,1,4,0,10.0,12.0,2022
2,12000,950,2,1603,1,1,2,2,2,1.0,2.0,2022
3,40000,1700,2,881,1,0,1,3,2,3.0,5.0,2022
3,16000,1300,2,1544,1,0,1,2,2,1.0,2.0,2022
2,9000,805,2,1152,1,1,1,2,2,1.0,2.0,2022
2,35000,1109,2,43,1,1,1,2,2,3.0,3.0,2022
1,4000,300,2,2006,1,2,0,1,2,1.0,2.0,2022
2,11000,700,2,1984,1,2,1,1,2,1.0,3.0,2022
2,9500,950,2,1201,1,1,1,2,2,0.0,2.0,2022
3,25000,1290,2,1541,1,2,1,3,2,4.0,4.0,2022
2,10000,950,2,1720,1,2,1,2,2,0.0,2.0,2022
1,12000,400,2,272,1,0,1,1,2,1.0,3.0,2022
2,19397,2000,2,670,1,0,1,2,2,7.0,10.0,2022
2,12000,939,2,1397,1,1,1,2,2,3.0,4.0,2022
3,10000,1200,1,1043,1,2,1,3,2,1.0,3.0,2022
2,20000,1800,2,87,1,1,1,2,2,1.0,1.0,2022
3,15000,1200,1,1142,1,2,1,2,0,2.0,5.0,2022
2,28000,1200,2,1011,1,1,2,2,2,1.0,3.0,2022
3,10000,1750,2,1064,1,2,1,3,2,1.0,1.0,2022
1,3500,300,2,1275,1,2,1,1,2,0.0,2.0,2022
1,8000,650,1,1849,1,2,0,1,2,1.0,3.0,2022
2,13500,950,2,809,1,1,1,2,2,0.0,3.0,2022
3,36000,1610,2,2046,1,1,2,3,0,3.0,14.0,2022
2,15000,900,2,1016,1,2,1,2,2,1.0,2.0,2022
1,5000,550,1,1961,1,2,1,1,2,1.0,1.0,2022
2,10000,700,2,1350,1,2,1,2,2,0.0,2.0,2022
2,10000,800,2,1152,1,2,1,2,2,2.0,3.0,2022
2,8500,580,2,1849,1,1,1,2,2,3.0,5.0,2022
2,11000,950,2,1344,1,1,1,2,2,1.0,2.0,2022
1,8000,700,1,1375,1,2,1,1,2,1.0,1.0,2022
2,12000,600,2,291,1,1,1,1,2,0.0,3.0,2022
1,5000,200,2,1195,1,1,1,1,2,0.0,3.0,2022
1,7000,600,2,809,1,1,1,1,2,0.0,3.0,2022
2,15000,550,2,1306,1,2,1,2,2,0.0,3.0,2022
1,10000,600,2,1291,1,2,1,1,2,4.0,5.0,2022
3,37500,1680,2,2046,1,1,2,3,0,1.0,16.0,2022
2,7000,1100,1,974,1,2,1,2,2,1.0,1.0,2022
1,6500,600,2,423,1,2,1,1,2,0.0,2.0,2022
2,16000,820,1,1574,1,1,2,2,2,0.0,2.0,2022
3,34000,1125,1,2046,1,1,2,3,0,8.0,12.0,2022
2,11500,973,1,1459,1,1,2,2,2,4.0,4.0,2022
2,15000,780,2,672,1,0,1,1,2,1.0,2.0,2022
1,8000,400,2,1217,1,2,1,1,2,0.0,1.0,2022
4,220000,4000,2,1534,1,1,1,4,0,1.0,2.0,2022
2,22000,1000,1,1946,1,1,1,2,0,2.0,4.0,2022
3,85000,3500,1,1946,1,1,1,3,0,0.0,1.0,2022
1,6000,350,2,1154,1,1,1,1,2,0.0,2.0,2022
2,14000,800,1,421,1,1,0,2,2,2.0,2.0,2022
2,11500,700,2,1460,1,2,1,2,2,0.0,2.0,2022
1,6000,550,2,2105,1,2,1,1,2,0.0,2.0,2022
3,24000,2100,2,1350,1,1,1,4,2,0.0,2.0,2022
3,32000,1700,2,1523,1,1,1,3,2,2.0,2.0,2022
3,16000,1420,1,1628,1,1,1,2,2,0.0,1.0,2022
2,13000,950,1,528,1,1,1,2,2,1.0,2.0,2022
2,14000,780,2,1475,1,1,1,2,2,2.0,2.0,2022
1,7500,800,1,831,1,2,0,1,2,1.0,2.0,2022
2,10000,500,2,1044,1,1,1,1,2,2.0,4.0,2022
2,18500,1000,2,1806,1,1,1,2,2,25.0,32.0,2022
2,12000,750,2,1708,1,2,1,2,2,2.0,2.0,2022
2,17000,1200,1,426,1,2,1,2,2,2.0,2.0,2022
3,35000,1152,1,2046,1,1,2,3,0,10.0,14.0,2022
2,9000,843,2,1043,1,1,1,2,2,2.0,3.0,2022
2,13000,900,2,1806,1,2,1,2,2,1.0,3.0,2022
2,27999,1250,1,1343,1,1,1,2,0,2.0,4.0,2022
2,11000,650,2,1011,1,2,1,2,2,2.0,2.0,2022
4,140000,2600,1,1663,1,1,1,4,0,2.0,2.0,2022
1,12000,700,2,791,1,2,1,1,2,0.0,2.0,2022
2,13000,720,1,1755,1,2,2,2,2,1.0,2.0,2022
4,250000,3500,1,1534,1,1,1,4,0,1.0,4.0,2022
4,80000,3000,1,551,1,2,0,4,0,1.0,2.0,2022
2,22999,1144,1,809,1,1,1,2,0,1.0,1.0,2022
3,36000,1750,1,119,1,2,0,3,0,1.0,4.0,2022
3,70000,1450,2,1152,1,2,1,2,2,0.0,2.0,2022
2,12500,590,2,420,1,2,1,1,2,1.0,2.0,2022
2,18000,900,2,122,1,1,1,2,2,2.0,2.0,2022
2,10000,800,2,1649,1,1,1,1,2,1.0,2.0,2022
2,18000,1000,2,1849,1,1,1,2,2,1.0,3.0,2022
3,37000,1650,2,2046,1,1,2,3,0,2.0,14.0,2022
2,18000,700,1,1995,1,1,1,2,2,0.0,1.0,2022
3,25000,1280,2,1136,1,1,1,2,2,1.0,1.0,2022
2,10000,700,2,2163,1,2,1,2,2,0.0,2.0,2022
2,15000,980,2,1574,1,2,1,2,2,1.0,4.0,2022
2,15000,900,1,1649,1,1,1,2,2,2.0,2.0,2022
1,9000,450,2,2118,1,2,2,1,2,1.0,1.0,2022
2,14000,1200,2,1544,1,2,1,2,2,2.0,4.0,2022
2,8500,650,2,831,1,1,1,2,2,1.0,2.0,2022
3,35000,1903,2,1436,1,1,1,3,2,6.0,11.0,2022
2,10000,650,2,136,1,1,1,1,2,2.0,3.0,2022
1,5000,450,1,754,1,2,1,1,2,2.0,2.0,2022
2,23000,900,1,2166,1,2,0,2,2,3.0,5.0,2022
2,15000,550,2,146,1,2,2,1,2,2.0,3.0,2022
2,18500,750,2,42,1,1,1,2,2,0.0,3.0,2022
2,28000,1000,2,2071,1,1,1,2,2,2.0,4.0,2022
3,32000,1050,1,2046,1,1,2,3,0,4.0,12.0,2022
1,14000,650,1,1238,1,0,2,2,2,1.0,3.0,2022
1,7000,400,2,795,1,1,1,1,2,1.0,3.0,2022
3,33000,1075,1,2046,1,1,2,3,0,7.0,12.0,2022
3,100000,2000,1,81,1,1,0,3,0,3.0,14.0,2022
2,18000,720,2,969,1,1,1,2,2,4.0,5.0,2022
3,16000,1000,1,1540,1,2,0,2,2,1.0,3.0,2022
1,8500,500,2,170,1,2,1,1,2,0.0,2.0,2022
2,10000,900,2,1347,1,0,1,2,2,0.0,3.0,2022
2,13500,900,2,1865,1,1,1,2,2,5.0,7.0,2022
2,19000,900,2,1011,1,1,1,2,2,1.0,3.0,2022
1,11500,1000,2,171,1,2,1,2,2,1.0,2.0,2022
3,22000,1300,2,840,1,1,2,3,2,1.0,3.0,2022
3,12000,1383,2,1524,1,1,0,3,2,2.0,4.0,2022
2,10000,800,1,670,1,1,0,2,2,0.0,1.0,2022
2,15000,1500,1,1142,1,2,0,2,2,1.0,1.0,2022
3,35000,1350,1,122,1,1,0,2,0,0.0,2.0,2022
3,70000,2000,1,42,1,1,0,3,0,3.0,4.0,2022
3,32000,1200,1,122,1,2,0,2,0,0.0,4.0,2022
3,35000,1912,1,82,1,2,0,3,0,1.0,4.0,2022
1,10000,500,1,1440,1,2,0,1,2,1.0,2.0,2022
2,11000,950,2,810,1,2,0,2,2,1.0,1.0,2022
2,12000,1000,1,1023,1,2,0,2,2,1.0,1.0,2022
3,40000,1600,1,1565,1,2,0,3,2,11.0,16.0,2022
2,8000,900,2,1878,1,2,1,2,2,0.0,2.0,2022
3,20000,1265,2,31,1,1,1,2,2,1.0,3.0,2022
3,12000,1060,2,2035,1,1,1,2,2,3.0,4.0,2022
2,15000,1050,2,1251,1,1,1,2,2,1.0,2.0,2022
3,27000,1500,1,1525,1,2,0,3,0,2.0,4.0,2022
2,13000,890,1,1441,1,2,0,2,2,1.0,2.0,2022
2,9000,700,1,977,1,2,1,3,2,1.0,2.0,2022
3,25000,1146,1,407,1,1,1,2,2,1.0,2.0,2022
1,12000,700,2,1995,1,1,1,1,2,1.0,2.0,2022
2,18000,800,1,120,1,1,0,2,0,0.0,2.0,2022
2,9500,640,1,1275,1,2,1,2,2,0.0,1.0,2022
2,14000,909,2,1174,1,1,1,2,2,5.0,14.0,2022
4,40000,2400,1,1470,1,2,0,3,0,0.0,2.0,2022
4,70000,3800,1,795,1,1,1,4,0,0.0,1.0,2022
2,15000,400,2,1521,1,2,1,2,2,1.0,3.0,2022
2,8500,886,2,1473,1,2,2,2,2,2.0,3.0,2022
3,27500,1570,2,1849,1,1,1,3,2,4.0,5.0,2022
2,15000,900,2,1023,1,2,1,2,2,1.0,2.0,2022
1,5000,400,2,1251,1,2,1,1,2,0.0,2.0,2022
2,26000,1600,2,1152,1,1,1,2,2,0.0,2.0,2022
2,14000,1000,2,423,1,2,1,2,2,2.0,3.0,2022
2,20000,850,2,2071,1,1,1,2,2,0.0,4.0,2022
2,12000,750,2,113,1,2,1,2,2,0.0,3.0,2022
2,17000,750,2,927,1,2,1,2,2,1.0,2.0,2022
3,75000,2000,1,470,1,1,1,3,2,3.0,4.0,2022
3,19500,1270,2,1152,1,1,0,2,2,1.0,2.0,2022
2,10000,2000,1,1728,1,1,1,2,2,1.0,2.0,2022
2,32000,1250,2,1418,1,0,1,2,2,3.0,7.0,2022
2,15000,1000,2,2071,1,2,2,2,2,0.0,2.0,2022
3,28000,1050,1,1474,1,1,1,3,0,5.0,10.0,2022
2,10677,800,2,978,1,1,1,2,2,5.0,6.0,2022
3,50000,1625,2,1436,1,0,1,3,0,8.0,11.0,2022
3,32500,1535,2,958,1,2,1,3,0,1.0,2.0,2022
2,23000,850,1,420,1,0,1,2,2,1.0,2.0,2022
4,75000,3800,1,581,3,1,1,4,0,3.0,10.0,2022
4,250000,4500,1,867,3,1,2,4,0,0.0,2.0,2022
2,10000,1100,2,1255,3,2,1,2,2,1.0,3.0,2022
3,60000,3200,1,724,3,1,1,3,0,1.0,5.0,2022
2,12000,647,2,1282,3,2,1,1,2,2.0,3.0,2022
3,48000,1798,2,1028,3,1,1,3,0,7.0,14.0,2022
3,58000,1700,1,1950,3,0,1,3,0,11.0,17.0,2022
2,14000,930,2,1098,3,1,1,2,2,5.0,5.0,2022
1,7000,150,2,1304,3,2,1,1,2,0.0,2.0,2022
2,13000,1200,2,156,3,1,1,2,2,3.0,4.0,2022
2,11000,1250,2,2209,3,2,1,2,2,2.0,3.0,2022
2,9500,900,2,404,3,1,1,2,2,3.0,4.0,2022
1,7500,500,2,774,3,1,1,1,0,2.0,3.0,2022
2,14000,900,1,962,3,1,0,2,2,0.0,2.0,2022
2,16000,1100,2,774,3,0,2,2,0,2.0,5.0,2022
3,18000,1500,2,774,3,1,1,3,0,4.0,5.0,2022
1,8200,500,2,1098,3,2,1,1,2,1.0,3.0,2022
3,12000,1300,1,626,3,0,1,3,2,1.0,4.0,2022
1,10000,300,2,156,3,0,1,1,2,10.0,31.0,2022
2,13000,800,2,822,3,1,1,2,2,1.0,3.0,2022
3,22000,1400,1,142,3,1,1,2,2,1.0,6.0,2022
1,10500,500,2,1037,3,0,1,1,2,0.0,4.0,2022
2,11000,750,2,576,3,2,1,2,2,3.0,5.0,2022
3,20000,1200,2,25,3,1,1,3,2,2.0,4.0,2022
3,14000,1350,1,619,3,1,1,2,2,3.0,4.0,2022
2,12500,1400,2,1412,3,2,1,2,2,0.0,4.0,2022
1,10500,450,2,1145,3,2,1,1,2,3.0,5.0,2022
3,30000,2061,2,1573,3,0,1,3,2,1.0,6.0,2022
2,11000,100,2,1257,3,0,2,2,2,2.0,3.0,2022
2,9000,1100,2,2052,3,1,1,2,2,2.0,2.0,2022
3,35000,1650,1,1028,3,1,2,3,2,5.0,5.0,2022
3,23382,1500,2,69,3,1,1,3,2,1.0,1.0,2022
2,9500,1140,2,1412,3,1,1,2,2,3.0,4.0,2022
2,9000,990,2,316,3,2,0,2,2,0.0,1.0,2022
3,60000,1700,2,590,3,1,1,3,2,7.0,17.0,2022
2,11000,1200,2,222,3,2,1,2,2,2.0,4.0,2022
2,11000,850,2,1257,3,2,1,2,2,1.0,3.0,2022
2,11000,900,2,1304,3,2,1,2,2,2.0,3.0,2022
2,8000,800,2,649,3,1,1,2,2,0.0,2.0,2022
2,9000,1000,2,775,3,2,0,2,2,1.0,2.0,2022
2,8000,1020,2,775,3,1,1,2,2,3.0,4.0,2022
1,5500,300,2,94,3,2,1,1,2,0.0,3.0,2022
2,12000,1800,2,1587,3,1,1,2,2,0.0,2.0,2022
3,25000,919,1,1634,3,1,1,2,2,8.0,13.0,2022
3,23000,25,1,1766,3,1,1,3,2,5.0,6.0,2022
2,12000,1050,2,222,3,1,1,2,2,1.0,3.0,2022
2,6500,200,1,460,3,2,0,2,2,0.0,1.0,2022
1,9000,450,2,1282,3,2,1,1,2,1.0,4.0,2022
4,25000,1000,2,1356,3,1,1,3,2,15.0,20.0,2022
3,12500,1250,1,1025,3,1,0,2,2,2.0,5.0,2022
3,45000,1900,1,581,3,2,0,3,0,9.0,15.0,2022
2,27000,1500,2,228,3,1,1,2,2,0.0,4.0,2022
3,75000,2395,1,2125,3,1,2,3,0,14.0,17.0,2022
2,9000,1800,2,247,3,0,1,2,2,1.0,1.0,2022
2,12000,700,1,181,3,2,1,2,2,3.0,3.0,2022
3,24000,1700,2,69,3,2,2,2,0,4.0,5.0,2022
2,15000,1200,2,1665,3,2,0,2,2,2.0,3.0,2022
3,24000,1600,1,1270,3,1,1,3,2,3.0,5.0,2022
2,12000,745,2,1748,3,2,1,2,2,8.0,9.0,2022
3,27000,2210,2,1337,3,1,2,3,2,4.0,5.0,2022
3,30000,1450,1,376,3,1,1,3,2,9.0,13.0,2022
3,20000,1400,2,1351,3,1,2,3,2,3.0,4.0,2022
3,22000,2000,1,15,3,0,0,3,2,-1.0,3.0,2022
4,25000,1815,2,1435,3,1,1,3,2,2.0,5.0,2022
2,23000,1000,2,228,3,1,1,1,2,-1.0,3.0,2022
2,12000,1000,2,2188,3,2,1,2,2,3.0,3.0,2022
2,18000,1200,2,374,3,2,1,3,2,5.0,6.0,2022
3,55000,2430,2,590,3,1,0,3,0,7.0,9.0,2022
1,5000,140,2,1185,3,2,1,1,2,2.0,3.0,2022
2,13000,1200,2,1313,3,1,1,2,2,2.0,5.0,2022
2,9000,1100,2,316,3,2,1,3,2,2.0,4.0,2022
2,7000,800,1,338,3,2,0,2,2,1.0,3.0,2022
3,28000,1500,2,228,3,1,1,3,2,3.0,5.0,2022
2,15000,1200,2,91,3,1,1,2,2,2.0,5.0,2022
3,14000,1350,2,885,3,1,1,3,2,2.0,5.0,2022
5,45000,2300,1,1353,3,2,0,3,2,3.0,5.0,2022
1,12000,1300,2,80,3,0,1,2,2,2.0,4.0,2022
2,12500,1000,2,2033,3,1,1,2,2,3.0,4.0,2022
2,13000,1210,2,1412,3,2,1,2,2,4.0,5.0,2022
2,9500,1050,2,319,3,2,1,2,2,2.0,3.0,2022
3,35000,1600,1,1337,3,1,2,3,0,8.0,10.0,2022
1,4000,300,2,2194,3,2,1,1,2,3.0,3.0,2022
1,8000,300,2,1189,3,1,1,1,2,4.0,4.0,2022
2,12500,1010,1,544,3,2,0,2,2,5.0,5.0,2022
3,65000,1850,1,1511,3,0,0,3,2,5.0,5.0,2022
2,13000,1300,1,1648,3,1,0,2,2,0.0,3.0,2022
2,12500,1100,1,374,3,2,0,2,2,3.0,3.0,2022
3,45000,2200,1,724,3,1,1,3,0,3.0,5.0,2022
1,6000,500,0,1810,3,2,1,1,2,5.0,5.0,2022
3,50000,2290,2,1337,3,1,0,3,0,4.0,24.0,2022
3,40000,1900,1,724,3,1,1,3,0,4.0,5.0,2022
3,30000,1600,1,724,3,1,1,3,0,2.0,5.0,2022
2,7000,800,2,380,3,2,1,1,2,2.0,3.0,2022
3,25000,1600,2,1766,3,0,1,3,2,2.0,5.0,2022
1,9000,500,2,1270,3,2,1,1,2,1.0,5.0,2022
3,16000,1500,1,1549,3,0,2,3,2,2.0,3.0,2022
1,10500,650,2,228,3,1,1,1,2,1.0,3.0,2022
4,100000,3300,1,2125,3,1,2,4,0,0.0,14.0,2022
2,9000,1200,2,316,3,2,1,2,2,0.0,1.0,2022
2,11000,800,2,1642,3,1,1,2,2,2.0,3.0,2022
3,24000,1200,2,891,3,1,1,4,2,1.0,3.0,2022
2,12000,1000,2,1337,3,2,1,1,2,2.0,3.0,2022
2,20000,1600,2,1037,3,2,2,3,2,1.0,2.0,2022
2,24000,1200,1,515,3,0,1,2,2,1.0,3.0,2022
2,12000,1100,2,209,3,1,1,2,2,2.0,2.0,2022
3,12000,1250,1,80,3,1,2,3,2,2.0,6.0,2022
2,10000,1100,1,593,3,2,1,2,2,0.0,2.0,2022
2,45000,1600,2,970,3,0,1,2,2,1.0,6.0,2022
2,22000,1000,2,590,3,1,1,2,2,2.0,2.0,2022
1,6500,455,2,222,3,2,1,1,2,2.0,3.0,2022
3,40000,1473,2,1056,3,0,1,2,2,23.0,23.0,2022
5,300000,4050,2,223,3,2,1,4,2,0.0,5.0,2022
1,4000,400,2,326,3,2,1,1,2,0.0,1.0,2022
2,12000,1300,2,596,3,1,1,2,2,1.0,2.0,2022
4,27000,2520,1,473,3,1,2,5,2,2.0,2.0,2022
1,10000,500,2,590,3,0,1,1,2,2.0,5.0,2022
2,10000,200,2,1509,3,2,1,1,2,0.0,2.0,2022
2,10000,1200,2,2034,3,2,1,2,2,0.0,1.0,2022
3,18000,1950,2,2008,3,1,1,3,2,2.0,5.0,2022
1,14500,500,1,1028,3,1,0,1,0,2.0,5.0,2022
1,9000,500,2,1270,3,2,1,3,2,3.0,3.0,2022
2,14000,1150,2,222,3,0,1,2,2,1.0,3.0,2022
2,18000,242,2,20,3,2,1,2,2,0.0,4.0,2022
2,9500,720,1,1533,3,1,1,2,2,5.0,7.0,2022
3,49000,1800,2,1342,3,2,0,3,0,19.0,30.0,2022
1,9000,450,2,381,3,1,1,1,2,1.0,3.0,2022
2,130000,130,2,1095,3,2,1,2,2,1.0,1.0,2022
2,8000,690,2,1393,3,2,1,2,2,2.0,4.0,2022
2,13000,1000,2,1145,3,0,1,2,2,2.0,4.0,2022
3,18000,1500,2,1845,3,1,1,2,2,0.0,4.0,2022
3,18000,1150,2,1396,3,1,1,3,2,0.0,6.0,2022
3,32000,1783,2,649,3,1,1,2,2,1.0,5.0,2022
2,15000,900,2,1779,3,2,1,2,2,1.0,3.0,2022
3,35000,1725,2,1356,3,0,1,3,2,2.0,13.0,2022
1,6000,680,1,235,3,2,1,1,2,0.0,3.0,2022
1,9000,550,2,2032,3,1,1,1,2,2.0,3.0,2022
2,9500,1290,2,856,3,1,1,2,2,1.0,2.0,2022
2,12500,1450,2,144,3,1,1,2,2,0.0,2.0,2022
2,25000,1300,2,1145,3,1,1,2,2,3.0,3.0,2022
2,15000,1450,2,1323,3,1,1,2,2,2.0,4.0,2022
3,38000,1496,1,1028,3,1,0,2,0,10.0,15.0,2022
3,20000,1850,2,1025,3,1,2,2,2,1.0,5.0,2022
3,15000,1600,1,1435,3,1,1,3,2,2.0,4.0,2022
3,130000,3500,1,867,3,1,2,3,0,3.0,5.0,2022
3,27000,1850,2,1671,3,1,1,3,2,5.0,6.0,2022
2,16000,1210,2,1801,3,2,1,2,2,3.0,5.0,2022
2,13000,1400,2,1186,3,1,1,2,2,0.0,1.0,2022
2,10000,950,2,2032,3,1,1,2,2,0.0,4.0,2022
2,10000,878,2,1185,3,1,1,2,2,3.0,4.0,2022
2,17000,875,2,318,3,2,1,2,2,2.0,6.0,2022
2,12500,300,2,2052,3,0,1,2,2,3.0,4.0,2022
3,25000,1800,2,1412,3,0,1,3,2,4.0,5.0,2022
3,35000,1956,2,1270,3,1,0,3,2,1.0,9.0,2022
2,12000,800,2,891,3,2,1,1,2,2.0,4.0,2022
2,12000,1175,2,1826,3,2,1,2,2,5.0,5.0,2022
2,15000,1080,2,130,3,1,1,2,2,3.0,4.0,2022
3,45000,1955,2,1028,3,2,0,3,0,1.0,19.0,2022
2,20000,950,2,1235,3,2,1,2,2,1.0,5.0,2022
2,15000,800,2,1257,3,2,1,2,2,2.0,3.0,2022
2,10000,1090,2,770,3,2,1,2,2,2.0,4.0,2022
3,15000,1450,1,220,3,1,2,3,2,2.0,5.0,2022
2,19800,1070,1,884,3,1,1,2,2,3.0,4.0,2022
2,8500,60,2,673,3,2,1,2,2,3.0,5.0,2022
4,130000,3133,1,2125,3,0,2,5,0,14.0,14.0,2022
1,8500,900,1,2195,3,2,2,1,2,2.0,2.0,2022
1,4500,60,2,706,3,1,1,1,2,1.0,2.0,2022
2,9000,600,2,955,3,2,1,2,2,3.0,4.0,2022
1,13000,750,1,773,3,1,2,1,2,3.0,3.0,2022
2,18000,900,2,867,3,2,1,2,2,2.0,4.0,2022
3,26000,1800,1,2175,3,1,1,3,2,2.0,4.0,2022
1,17000,470,2,1028,3,0,1,1,0,3.0,5.0,2022
2,9000,720,2,255,3,2,1,2,2,1.0,3.0,2022
1,8000,450,2,1885,3,2,1,1,2,0.0,3.0,2022
2,10000,600,2,1149,3,2,1,2,2,7.0,7.0,2022
2,12000,1100,2,770,3,2,1,2,2,1.0,1.0,2022
2,14000,1300,2,776,3,2,1,2,2,3.0,3.0,2022
2,25000,1500,2,332,3,1,1,2,2,0.0,2.0,2022
2,22000,1200,2,590,3,0,1,2,2,4.0,8.0,2022
4,45000,3000,2,737,3,1,1,4,2,3.0,4.0,2022
3,20000,2000,1,955,3,1,1,3,2,1.0,1.0,2022
2,16000,800,2,1080,3,2,1,2,2,2.0,4.0,2022
